WGSID	OUTBREAK
PNUSAE013849	1804MLEXH-1
PNUSAE013850	1804MLEXH-1
PNUSAE013872	1804MLEXH-1
PNUSAE013888	1804MLEXH-1
PNUSAE013897	1804MLEXH-1
PNUSAE013905	1804MLEXH-1
PNUSAE013908	1804MLEXH-1
PNUSAE013912	1804MLEXH-1
PNUSAE013913	1804MLEXH-1
PNUSAE013914	1804MLEXH-1
PNUSAE013919	1804MLEXH-1
PNUSAE013931	1804MLEXH-1
PNUSAE013932	1804MLEXH-1
PNUSAE013962	1804MLEXH-1
PNUSAE013965	1804MLEXH-1
PNUSAE013966	1804MLEXH-1
PNUSAE013967	1804MLEXH-1
PNUSAE013968	1804MLEXH-1
PNUSAE013969	1804MLEXH-1
PNUSAE013982	1804MLEXH-1
PNUSAE013985	1804MLEXH-1
PNUSAE014008	1804MLEXH-1
PNUSAE014023	1804MLEXH-1
PNUSAE014032	1804MLEXH-1
PNUSAE014035	1804MLEXH-1
PNUSAE014039	1804MLEXH-1
PNUSAE014040	1804MLEXH-1
PNUSAE014048	1804MLEXH-1
PNUSAE014056	1804MLEXH-1
PNUSAE014058	1804MLEXH-1
PNUSAE014059	1804MLEXH-1
PNUSAE014062	1804MLEXH-1
PNUSAE014074	1804MLEXH-1
PNUSAE014075	1804MLEXH-1
PNUSAE014076	1804MLEXH-1
PNUSAE014077	1804MLEXH-1
PNUSAE014078	1804MLEXH-1
PNUSAE014079	1804MLEXH-1
PNUSAE014080	1804MLEXH-1
PNUSAE014081	1804MLEXH-1
PNUSAE014092	1804MLEXH-1
PNUSAE014113	1804MLEXH-1
PNUSAE014121	1804MLEXH-1
PNUSAE014149	1804MLEXH-1
PNUSAE014150	1804MLEXH-1
PNUSAE014154	1804MLEXH-1
PNUSAE014194	1804MLEXH-1
PNUSAE014250	1804MLEXH-1
PNUSAE014274	1804MLEXH-1
PNUSAE014324	1804MLEXH-1
PNUSAE014326	1804MLEXH-1
PNUSAE014332	1804MLEXH-1
PNUSAE014333	1804MLEXH-1
PNUSAE014367	1804MLEXH-1
PNUSAE014416	1804MLEXH-1
PNUSAE014452	1804MLEXH-1
PNUSAE014473	1804MLEXH-1
PNUSAE014722	1804MLEXH-1
PNUSAE014763	1804MLEXH-1
PNUSAE014777	1804MLEXH-1
PNUSAE014813	1804MLEXH-1
PNUSAE014916	1804MLEXH-1
PNUSAE015077	1804MLEXH-1
PNUSAE015180	1804MLEXH-1
PNUSAE015196	1804MLEXH-1
PNUSAE015296	1804MLEXH-1
FSIS21821164	1804MLJMP-1
PNUSAS036501	1804MLJMP-1
PNUSAS037273	1804MLJMP-1
PNUSAS037350	1804MLJMP-1
PNUSAS037504	1804MLJMP-1
PNUSAS037530	1804MLJMP-1
PNUSAS038055	1804MLJMP-1
PNUSAS038056	1804MLJMP-1
PNUSAS038057	1804MLJMP-1
PNUSAS038058	1804MLJMP-1
PNUSAS038106	1804MLJMP-1
PNUSAS038207	1804MLJMP-1
PNUSAS038412	1804MLJMP-1
PNUSAS038458	1804MLJMP-1
PNUSAS038570	1804MLJMP-1
PNUSAS038571	1804MLJMP-1
PNUSAS038572	1804MLJMP-1
PNUSAS038574	1804MLJMP-1
PNUSAS038861	1804MLJMP-1
PNUSAS038899	1804MLJMP-1
PNUSAS039042	1804MLJMP-1
PNUSAS039241	1804MLJMP-1
PNUSAS039291	1804MLJMP-1
PNUSAS039295	1804MLJMP-1
PNUSAS039579	1804MLJMP-1
PNUSAS039589	1804MLJMP-1
PNUSAS039611	1804MLJMP-1
PNUSAS039652	1804MLJMP-1
PNUSAS039665	1804MLJMP-1
PNUSAS039682	1804MLJMP-1
PNUSAS039683	1804MLJMP-1
PNUSAS039690	1804MLJMP-1
PNUSAS039699	1804MLJMP-1
PNUSAS039758	1804MLJMP-1
PNUSAS039789	1804MLJMP-1
PNUSAS039929	1804MLJMP-1
PNUSAS039964	1804MLJMP-1
PNUSAS039983	1804MLJMP-1
PNUSAS040089	1804MLJMP-1
PNUSAS040090	1804MLJMP-1
PNUSAS040107	1804MLJMP-1
PNUSAS040115	1804MLJMP-1
PNUSAS040318	1804MLJMP-1
PNUSAS040323	1804MLJMP-1
PNUSAS040332	1804MLJMP-1
PNUSAS040353	1804MLJMP-1
PNUSAS040369	1804MLJMP-1
PNUSAS040375	1804MLJMP-1
PNUSAS040392	1804MLJMP-1
PNUSAS040393	1804MLJMP-1
PNUSAS040394	1804MLJMP-1
PNUSAS040413	1804MLJMP-1
PNUSAS040414	1804MLJMP-1
PNUSAS040418	1804MLJMP-1
PNUSAS040506	1804MLJMP-1
PNUSAS040514	1804MLJMP-1
PNUSAS040520	1804MLJMP-1
PNUSAS040525	1804MLJMP-1
PNUSAS040611	1804MLJMP-1
PNUSAS040630	1804MLJMP-1
PNUSAS040644	1804MLJMP-1
PNUSAS040651	1804MLJMP-1
PNUSAS040652	1804MLJMP-1
PNUSAS040657	1804MLJMP-1
PNUSAS040684	1804MLJMP-1
PNUSAS040699	1804MLJMP-1
PNUSAS040843	1804MLJMP-1
PNUSAS040872	1804MLJMP-1
PNUSAS040902	1804MLJMP-1
PNUSAS040913	1804MLJMP-1
PNUSAS040961	1804MLJMP-1
PNUSAS040963	1804MLJMP-1
PNUSAS041029	1804MLJMP-1
PNUSAS041062	1804MLJMP-1
PNUSAS041076	1804MLJMP-1
PNUSAS041077	1804MLJMP-1
PNUSAS041109	1804MLJMP-1
PNUSAS041138	1804MLJMP-1
PNUSAS041153	1804MLJMP-1
PNUSAS041174	1804MLJMP-1
PNUSAS041195	1804MLJMP-1
PNUSAS041220	1804MLJMP-1
PNUSAS041225	1804MLJMP-1
PNUSAS041236	1804MLJMP-1
PNUSAS041239	1804MLJMP-1
PNUSAS041266	1804MLJMP-1
PNUSAS041333	1804MLJMP-1
PNUSAS041365	1804MLJMP-1
PNUSAS041387	1804MLJMP-1
PNUSAS041388	1804MLJMP-1
PNUSAS041415	1804MLJMP-1
PNUSAS041450	1804MLJMP-1
PNUSAS041470	1804MLJMP-1
PNUSAS041478	1804MLJMP-1
PNUSAS041485	1804MLJMP-1
PNUSAS041507	1804MLJMP-1
PNUSAS041519	1804MLJMP-1
PNUSAS041542	1804MLJMP-1
PNUSAS041568	1804MLJMP-1
PNUSAS041584	1804MLJMP-1
PNUSAS041589	1804MLJMP-1
PNUSAS041620	1804MLJMP-1
PNUSAS041642	1804MLJMP-1
PNUSAS041695	1804MLJMP-1
PNUSAS041699	1804MLJMP-1
PNUSAS041712	1804MLJMP-1
PNUSAS041741	1804MLJMP-1
PNUSAS041771	1804MLJMP-1
PNUSAS041776	1804MLJMP-1
PNUSAS041807	1804MLJMP-1
PNUSAS041810	1804MLJMP-1
PNUSAS041813	1804MLJMP-1
PNUSAS041840	1804MLJMP-1
PNUSAS041889	1804MLJMP-1
PNUSAS041922	1804MLJMP-1
PNUSAS041952	1804MLJMP-1
PNUSAS041976	1804MLJMP-1
PNUSAS041988	1804MLJMP-1
PNUSAS041989	1804MLJMP-1
PNUSAS041990	1804MLJMP-1
PNUSAS042025	1804MLJMP-1
PNUSAS042124	1804MLJMP-1
PNUSAS042133	1804MLJMP-1
PNUSAS042155	1804MLJMP-1
PNUSAS042257	1804MLJMP-1
PNUSAS042260	1804MLJMP-1
PNUSAS042270	1804MLJMP-1
PNUSAS042271	1804MLJMP-1
PNUSAS042276	1804MLJMP-1
PNUSAS042284	1804MLJMP-1
PNUSAS042407	1804MLJMP-1
PNUSAS042464	1804MLJMP-1
PNUSAS042484	1804MLJMP-1
PNUSAS042491	1804MLJMP-1
PNUSAS042639	1804MLJMP-1
PNUSAS042640	1804MLJMP-1
PNUSAS042642	1804MLJMP-1
PNUSAS042643	1804MLJMP-1
PNUSAS042644	1804MLJMP-1
PNUSAS042645	1804MLJMP-1
PNUSAS042647	1804MLJMP-1
PNUSAS042739	1804MLJMP-1
PNUSAS042778	1804MLJMP-1
PNUSAS042780	1804MLJMP-1
PNUSAS042781	1804MLJMP-1
PNUSAS042785	1804MLJMP-1
PNUSAS042786	1804MLJMP-1
PNUSAS042788	1804MLJMP-1
PNUSAS042794	1804MLJMP-1
PNUSAS042836	1804MLJMP-1
PNUSAS042885	1804MLJMP-1
PNUSAS042905	1804MLJMP-1
PNUSAS042911	1804MLJMP-1
PNUSAS042972	1804MLJMP-1
PNUSAS042995	1804MLJMP-1
PNUSAS043016	1804MLJMP-1
PNUSAS043045	1804MLJMP-1
PNUSAS043230	1804MLJMP-1
PNUSAS043264	1804MLJMP-1
PNUSAS043277	1804MLJMP-1
PNUSAS043309	1804MLJMP-1
PNUSAS043339	1804MLJMP-1
PNUSAS043343	1804MLJMP-1
PNUSAS043468	1804MLJMP-1
PNUSAS043472	1804MLJMP-1
PNUSAS043485	1804MLJMP-1
PNUSAS043556	1804MLJMP-1
PNUSAS043670	1804MLJMP-1
PNUSAS043764	1804MLJMP-1
PNUSAS043800	1804MLJMP-1
PNUSAS043801	1804MLJMP-1
PNUSAS043849	1804MLJMP-1
PNUSAS043924	1804MLJMP-1
PNUSAS043925	1804MLJMP-1
PNUSAS043949	1804MLJMP-1
PNUSAS043951	1804MLJMP-1
PNUSAS043952	1804MLJMP-1
PNUSAS044075	1804MLJMP-1
PNUSAS044078	1804MLJMP-1
PNUSAS044093	1804MLJMP-1
PNUSAS044137	1804MLJMP-1
PNUSAS044236	1804MLJMP-1
PNUSAS044242	1804MLJMP-1
PNUSAS044500	1804MLJMP-1
PNUSAS044624	1804MLJMP-1
PNUSAS044643	1804MLJMP-1
PNUSAS044664	1804MLJMP-1
PNUSAS044836	1804MLJMP-1
PNUSAS044867	1804MLJMP-1
PNUSAS044884	1804MLJMP-1
